variation_name,chunk_size,top_k,expand_context,top_k_docs,chunking_strategy,use_hybrid,hybrid_alpha,doc_retrieval,deductible_id,base_rate_id,factor_id,calculation,total_score,doc_retrieval_reason,deductible_id_reason,base_rate_id_reason,factor_id_reason,calculation_reason,answer_preview,execution_time,chunks_retrieved
chunk_1600_topk_3_window0_docs3_page,1600,3,0,3,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. **Det",75.42,12
chunk_1600_topk_3_window1_docs5_page,1600,3,1,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",94.9,40
chunk_1600_topk_3_window0_docs5_page,1600,3,0,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",99.67,15
chunk_1600_topk_3_window2_docs1_page,1600,3,2,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.62,0
chunk_1600_topk_1_window1_docs5_page,1600,1,1,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",85.69,15
chunk_1600_topk_1_window1_docs3_document,1600,1,1,3,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided document excerpts, I will attempt to answer the question accurately.

**Step 1: Retrieve relevant underwriting guidelines and coverage options**

From [2] (215066178-180449602)-C",79.03,12
chunk_1600_topk_1_window0_docs3_document,1600,1,0,3,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to apply the retrieved informati",67.76,4
chunk_1200_topk_5_window1_docs1_page,1200,5,1,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.07,0
chunk_1200_topk_5_window2_docs1_page,1200,5,2,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.11,0
chunk_1200_topk_5_window2_docs5_page,1200,5,2,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",91.38,103
chunk_1200_topk_5_window0_docs1_document,1200,5,0,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.41,0
chunk_1200_topk_5_window1_docs1_document,1200,5,1,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.37,0
chunk_1200_topk_5_window2_docs1_document,1200,5,2,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.22,0
chunk_1200_topk_5_window2_docs5_document,1200,5,2,5,document,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",89.79,103
chunk_1600_topk_1_window0_docs1_page,1600,1,0,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.07,0
chunk_1600_topk_1_window1_docs1_page,1600,1,1,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.28,0
chunk_1600_topk_1_window2_docs1_page,1600,1,2,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.13,0
chunk_1600_topk_1_window0_docs3_page,1600,1,0,3,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to apply the retrieved informati",67.11,4
chunk_1600_topk_1_window1_docs3_page,1600,1,1,3,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided document excerpts, I will attempt to answer the question accurately.

**Step 1: Retrieve relevant underwriting guidelines and coverage options**

From [2] (215066178-180449602)-C",78.89,12
chunk_1600_topk_3_window2_docs1_document,1600,3,2,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.7,0
chunk_1600_topk_1_window2_docs5_page,1600,1,2,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",90.4,25
chunk_1600_topk_1_window0_docs1_document,1600,1,0,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",49.86,0
chunk_1600_topk_1_window1_docs1_document,1600,1,1,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.34,0
chunk_1600_topk_1_window2_docs1_document,1600,1,2,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.4,0
chunk_1600_topk_3_window1_docs1_document,1600,3,1,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.89,0
chunk_1600_topk_5_window0_docs3_document,1600,5,0,3,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",85.07,20
chunk_1600_topk_3_window0_docs3_document,1600,3,0,3,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. **Det",74.72,12
chunk_1600_topk_3_window0_docs5_document,1600,3,0,5,document,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",98.26,15
chunk_2000_topk_3_window1_docs1_page,2000,3,1,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.51,0
chunk_2000_topk_3_window2_docs1_page,2000,3,2,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.25,0
chunk_2000_topk_3_window0_docs3_page,2000,3,0,3,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the retrieved information, I will attempt to calculate the unadjusted Hurricane premium for the specified policy.

First, I need to identify the Base Rate and Mandatory Hurricane Deductible F",81.23,12
chunk_2000_topk_3_window0_docs5_page,2000,3,0,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to use the Base Rate and the app",99.7,15
chunk_2000_topk_3_window2_docs5_page,2000,3,2,5,page,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",92.89,62
chunk_2000_topk_3_window0_docs1_document,2000,3,0,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.4,0
chunk_2000_topk_3_window1_docs1_document,2000,3,1,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.59,0
chunk_2000_topk_3_window2_docs1_document,2000,3,2,1,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",51.29,0
chunk_2000_topk_3_window0_docs3_document,2000,3,0,3,document,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the retrieved information, I will attempt to calculate the unadjusted Hurricane premium for the specified policy.

First, I need to identify the Base Rate and Mandatory Hurricane Deductible F",80.79,12
chunk_2000_topk_3_window0_docs5_document,2000,3,0,5,document,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to use the Base Rate and the app",97.86,15
chunk_2000_topk_3_window2_docs5_document,2000,3,2,5,document,True,0.5,20.0,0.0,0.0,5.0,0.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✓ Retrieved CT Homeowners MAPS Rate Pages (+10),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✗ Incorrect answer and no clear formula (0),"To calculate the unadjusted Hurricane premium for an HO3 policy with a $750,000 Coverage A limit located 3,000 feet from the coast in a Coastline Neighborhood, we need to follow these steps:

1. Deter",92.42,62
chunk_2000_topk_5_window0_docs1_page,2000,5,0,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.93,0
chunk_2000_topk_5_window1_docs1_page,2000,5,1,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.84,0
chunk_2000_topk_5_window2_docs1_page,2000,5,2,1,page,True,0.5,10.0,0.0,0.0,5.0,10.0,25.0,✓ Retrieved CT MAPS Homeowner Rules Manual (+10) | ✗ Missing CT Homeowners MAPS Rate Pages (0),✗ Did not identify 2% deductible (0) | ✗ No reference to Rule C-7 or distance (0),✗ Did not find $293 base rate (0) | ✗ No reference to Exhibit 1 (0),✗ Did not find factor 2.061 (0) | ✓ Referenced Exhibit 6 or factor criteria (+5),✓ Shows correct formula structure (+10),"Based on the provided retrieval strategy and retrieved information, I can attempt to answer the question. However, please note that the actual calculation process may require additional information no",50.7,0
